text,label,nb_label
[peSoLoan]You Are Granted 8000 PeSo CreDit on Mar 2. Complete your file and apply. Get it in 12 hours. No meetup  Visit: bit.ly/googleplay_09  opt-out:msg NO,General Spam,Spam
"Add a PLUS to your promo! With Go+99, get 8GB for all sites, 8GB for your choice of apps, plus a free voucher from Lazada, Agoda, Metrodeal or KKDay, unli allnet texts, and unli calls to Globe/TM and valid for 7 days. Register via GCash, or GlobeOne at https://glbe.co/GoPlus99. No advisories? Text OFF to 2686 for free.",Ham,Ham
Apple ID: Locked due to security reasons. Verify at bit.ly/ph-16864,Phishing,Spam
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",General Spam,Spam
17/06 07:44: P50.00 loaded to 09123299877 from 09478580716 for 1 year. Ref:8FH0NEOXQA !Use *123# or smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES!,Ham,Ham
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-666952,Phishing,Spam
"Unlock GoJackpot's fortunes! 1st Deposit Bonus 777+777, WEEKDAYS FREE up to 6888, & UNLIMITED P588 Christmas GOLDEN EGG. Join at https://GoJackpot5.icu",Gambling,Spam
"Enjoy fiber-fast speeds with GFiber Prepaid! Have your reloadable GFiber Prepaid installed via GlobeOne app so you can manage your budget better, with fiber internet access for as low as P699 for 30 days. Use code HVPT0554 to grab an extra 7 days of unlimited internet. Subject to serviceability checking. No advisories? Text OFF to 2686 for free. REF#: FGCS7",Ham,Ham
"Download the GlobeOne app via Play Store or App Store so you can borrow up to P25 load this month with only P1 service fee for any emergency! To borrow, search LOAN in the Buy Promos section of the app. No data charges will apply when using the app to borrow and your loan will be collected on your next load top-up.",Ham,Ham
"C0NGRATS! Napili ur # for P100k from PCSO Lotto. To claim, call Atty. Lopez 09656582978.",Phishing,Spam
"Lots available at the AlabangWest Village, an exclusive subdivision across Ayala Alabang Village and beside Landers Superstore Alabang:    1) 506 sqm  - central location; near the clubhouse    2) 357 sqm  - near the main gate    3 years installment without interest!    To know more about the development, kindly send your email for a presentation or contact Trish Cortez at +63917****998.",General Spam,Spam
Good day! Im recruiter from Lazada. Your resume is qualified for 5k/day job. Click to apply: bit.ly/update-ph-2025,General Spam,Spam
Tuloy ba yung outing,Ham,Ham
Sali na sa pinaka-malambot na slots sa P0BWC. Dito ang daming nananalo: bit.ly/secure-ph-338786,Gambling,Spam
Help us improve our app: Earn money by answering online surveys! Apply now.,General Spam,Spam
"Magparehistro para sa libreng ‚Ç±7777, tumaya:‚ÄÄlucky7.auction/syS","Bank Scam, Gambling",Spam
Sali na sa pinaka-malambot na slots sa JILI-BET. Dito ang daming nananalo: bit.ly/secure-ph-166265,Gambling,Spam
BOSS! 188BET na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: jili-bet.ph/register,"Bank Scam, Gambling",Spam
25/05 13:29: P50.00 loaded to 09123299877 from 09483015715 for 1 year. Ref:8EP0K2IFKK !Use *123# or smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES!,Ham,Ham
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",General Spam,Spam
"GCASH Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: bdo-secure-login.xyz",Bank Scam,Spam
Use 602202 for two-factor authentication on Facebook.,Ham,Ham
"Discover the convenience of GlobeOne! Enjoy app-exclusive promos tailored to your needs, earn more rewards points and vouchers, and effortlessly manage your data. Download the app from the App Store or Google Play Store, and experience the GlobeOne difference. No advisories? Text OFF to 2686 for free.",Ham,Ham
"Hi Mr/Ms CHRISTOPHER, RDCN: 41105 can be claimed at any RDPawnshop, RDCredit, Penbank & Villarica branches. Please present valid ID. Thank you!",Ham,Ham
Verify your Metrobank mobile number to keep using app: bit.ly/ph-14248,Bank Scam,Spam
No objection. My bf not coming.,Ham,Ham
"This is a public service advisory from the National Telecommunications Commission, Securities and Exchange Commission and GOMO. Bayad muna bago utang? Baka advance fee scam na 'yan. Dumulog sa SEC website o official FB page para sa dagdag kaalaman.",Ham,Ham
1/2 30-Nov 08:49: P5 has been shared from 09617107951 to 09129094503. Ref:290675089713,Ham,Ham
"Never run out of data. Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",Ham,Ham
Globe/Smart: Redeem your unclaimed Honda Click 125i now. Click to claim: bit.ly/secure-ph-367934,General Spam,Spam
Your Tinder code is 453124 Don't share @tinder.com #453124,Ham,Ham
Your order #61750 delivery failed. Update address to avoid return: bit.ly/secure-ph-237905,Phishing,Spam
"Good day from Gcash, As part of our continuous effort to bring you the best eWallet services, we request that you verify your account. Failure to do so will result in an account suspension. Verify here: centi.ai/GcashHelp",Bank Scam,Spam
Jay says that you're a double-faggot,Ham,Ham
Meron kang padala last November! I-google ang ‘Maya Center survey’ and share your thoughts. I-download ang Maya app to enjoy extra funds with Maya Easy Credit!,Ham,Ham
HUWAG MANIWALA SA TEXT TUNGKOL SA PERA O BANK VERIFICATION. ITO AY ISANG SCAM. I-REPORT SA HTTPS://NTC.GOV.PH o TUMAWAG SA NTC HOTLINE 1682.,Ham,Ham
"J&T DELIVERYRider:OCW10,Riz Lasaca 09562434917 For COD pls prepare exact AmountPhoto proof of Delivery is required. Thanks And be safe!",Ham,Ham
"Biglang naubusan ng data habang nagch-checkout ng Christmas deals? Mag TNT UTANG NA LOAD muna! Get up to P30 worth of regular load now, and pay sa next top up mo! Dial *5623# now!",Ham,Ham
"Hi Mr/Ms <NAME>, RDCN 73278 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",Ham,Ham
"<REAL NAME>, Spin to win a BMW X5 4.89 million at BETFIL! Get your FREE LUCKY SPIN until April 21! betffilph2.com",General Spam,Spam
Part-time Job hiring! Zalora is looking for staff. Earn 2k-5k daily. Apply: bit.ly/secure-ph-194073,Phishing,Spam
matulog na kayo maaga pa pasok bukas,Ham,Ham
"<NAME>., Looking for much fun Games with huge prizes? Join W+ to get a chance Iphone 14PROMAX and more! winplus7500bonu.com",General Spam,Spam
"Your One-Time Password (OTP) is 250809, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.346844",Ham,Ham
puno kmi now,Ham,Ham
"#BDOStopScam: IGNORE emails/SMS with links to ""update"" your account. These are scams! BDO will not send links, so DON'T CLICK links and DON'T SHARE your OTP!",Bank Scam,Spam
"You can now get everything you need and more with GOEXTRA99. Enjoy 8GB of data and unlimited calls & text to all networks, valid for 7 days. Avail of this promo on GCash, GlobeOne or your nearest sari-sari store! REF#: FGRNT3",Ham,Ham
BPI Alert: May login attempt mula sa Quezon City. Secure ur account d2: bit.ly/ph-51119,Bank Scam,Spam
"Tis the season to be jolly when you join the Globe Prepaid EXCLUSIVE Mystery Box Raffle! Get a chance to win travel vouchers, mobile devices and MORE. Just donate 1 Rewards point to The Hapag Movement to get 1 Raffle entry via glbe.co/glbone. Join now! Per DTI Fair Trade Permit No. FTEB-179666 Series of 2023.",Ham,Ham
"Makakuha ng 298PHP nang libre, 100% na bonus sa unang pag-click sa deposito phpromo.website/6HOIXUSJXAGVN",General Spam,Spam
"Hi, you have linked a new device Realme RMX3191 to your GCash account 09129094503 on Mar 23, 2024 3:26PM. If you DID NOT make this request, please go to our Help Center & chat with Gigi.",Ham,Ham
"C0NGRATS! Napili ur # for P800k from 7-Eleven. To claim, call Atty. Garcia 09896230504.",Phishing,Spam
"Mr/Ms <NAME>, claim your PALAWAN Express DSY-10-14348-ZAW at any Palawan Pawnshop/Palawan Express/Tambunting/LBC/SM/Robinsons.Bring ID.",Ham,Ham
"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. qyhg.bid",General Spam,Spam
GCASH-Center: Final reminder for SIM-Reg sync. Avoid account ban: bit.ly/gc-sim-reg,Bank Scam,Spam
You have paid P20.00 of GCash to purchase Php 20 load for 09519418906 on 04-24-22 04:10 PM. Your GCash balance is P138.00. Ref. No. 080402998.,Ham,Ham
"Mas pinadali ang pag reload dahil may GCash na sa GigaLife App! Exclusive offers and your favorite promos are waiting! Visit smrt.ph/GigaLifeCash, then tap Add Load ""+""",Ham,Ham
"Smart reminds you:Your Reward Points (6,309) expire today.Please redeem you gift soon: https://smartst.click/rewards",General Spam,Spam
Magkano pa bind ng thesis,Ham,Ham
FLASH-TRACK: Parcel on the way. Check real-time status here: flash-track-status.net,General Spam,Spam
"Come to mu, we're sorting out our narcotics situation",Ham,Ham
"Last day na today para makakuha ng P50 Mercury Drug voucher! Para loaded sa healthcare ang pasukan, mag-load na ng FamSURF499 or up via GCash today. Voucher available until supplies last. No advisories? Text OFF to 2636 for free.",Ham,Ham
BPI: Critical update for BPI app users. Install the new security patch: bpi-patch-secure.net,Bank Scam,Spam
Flash Express: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-486176,Phishing,Spam
Your BDO credit card has been used for P300k. Report if unauthorized: bit.ly/secure-ph-998842,Bank Scam,Spam
"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. addd.bid",General Spam,Spam
Work from home! Shopee online tasks. P180 per order. Msg us: wa.me/639555588896,Phishing,Spam
FLASH-EXPRESS: Package confirmed. Track your delivery status here: flash-track-order.ph,General Spam,Spam
New member bonus from 188BET! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-989494,"Bank Scam, Gambling",Spam
DITO-5G: Get unlimited data for 30 days for only P99. Promo for selected users: bit.ly/dito-unli-data,General Spam,Spam
"Double your fun at Sugarplay11.icu ! Claim your 28,888 Giveaway Promotion and let the winning spree begin",Phishing,Spam
<#>The OTP code for your KYC request is 645946. REMINDER: GCash representatives will never ask for this code. Do not share it with anyone. yyAfcYn/qSW,Ham,Ham
SIM Registration: Your SIM is not yet registered. Avoid blockng: bit.ly/ph-85530,Gambling,Spam
"The SuperSugar Win is back! Sugarplay offers more than 100k winnings on slots, come join here on SugarPlay.tv and be the next winner!","Gambling, Phishing",Spam
e 31.00ichtigen Marke. Aktuelle News und Nachrichten von heute im Bitcoin-Blog.,General Spam,Spam
"Good day <NAME>., Great deals to make money ! win upto 1888 Fortune lucky wheel spin! Play now duopromo1.com",General Spam,Spam
"Your SPayLater bill of PHP 308.97 due on 09-05-2024.To avoid your account being suspended and incurring late penalties, please pay via https://shp.ee/mvbcukc.",Ham,Ham
Bukas po,Ham,Ham
07Sep11:06 AM Load Balance: P0.00 Shareable Data MB: 2048 Exp: 10Sep2024 11:04AM,Ham,Ham
"Sulitin ang tirang load, KaTropa! Konting dagdag na lang sa load balance mo, makakabili ka na ng Panalo 10! Panalo ka sa 300 MB, 60 mins of calls, at 60 texts for just P10! Mag-load sa Suking Tindahan, Smart App, Maya, or dial *123# now!",Ham,Ham
"382480 is your authentication code. For your protection, do not share this code with anyone.",Ham,Ham
Here is a FREE P10 load voucher just for you! Use this to buy load products on GCash. No minimum spend required. Voucher is valid for 14 days. One-time use only. Go to your Profile > Voucher Pocket and use the discount!,Ham,Ham
Globe/Smart: Redeem your unclaimed MacBook Pro now. Click to claim: bit.ly/secure-ph-648664,General Spam,Spam
BOSS! Swerte mo today. Panalo na sa MEGA-PANALO. Free 597 credits: bit.ly/secure-ph-938792,Gambling,Spam
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 882.00 to Shopee Philippines Inc. Your OTP is 375853. If you DID NOT make this request, please ignore this message.",Ham,Ham
Bagong exciting surprise ngayong bagong taon: 10 GB for 10 pesos lang! Bili na ng Panalo 10 to get TOTAL 10 GB (300 MB + FREE 9.7 GB) & 60 MINS CALLS & TEXTS for 1 day-- Kunin mo na bago pa mawala! LOAD NA: https://smrt.ph/GetSmartApp (Wais Hacks) or dial *123# NOW,Ham,Ham
You are the lucky winner of Honda Click 125i from Petron Promo. Call 09171607308.,Phishing,Spam
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",General Spam,Spam
"Hi <NAME>, Shopee Delivery! With your consent, we will take a photo of the parcel as Proof of Delivery. For COD payment, please prepare 0 PHP. You may also scan a QRPH code for cashless payment. [COD Unbox]: You may request to check your items and return on the spot if there are issues. Check your order details for eligibility. For questions, please contact Customer Service on the Shopee App.",Ham,Ham
BOSS! Swerte mo today. Panalo na sa WIN-PH. Free 598 credits: bit.ly/secure-ph-160673,Gambling,Spam
I accidentally deleted the message. Resend please.,Ham,Ham
"Your parcel PT2204CK1U35Z with COD 192.58 PHP is out for delivery. Your rider is 09105432999. To report no attempt, please contact us at (02) 8539-4002.",Ham,Ham
Sali na sa pinaka-malambot na slots sa 777CASINO. Dito ang daming nananalo: bit.ly/secure-ph-760449,Gambling,Spam
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,General Spam,Spam
You have received PHP 1000.00 of GCash from ER****A O. 09156561466 w/ MSG: . Your new balance is PHP 1001.57. Ref. No. 2010612276407.,Ham,Ham
"Thanks for loading a total amount of P30, you're almost there! Load at least P20 more by 11/20/2023 to get your FREE 350MB for surfing, valid for 3 days. REF#: FGRN12",Ham,Ham
Your GCASH credit card has been used for P800k. Report if unauthorized: bit.ly/secure-ph-449095,Bank Scam,Spam
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shot.vin/BDO_Online",Bank Scam,Spam
Gamitin mo na ang 4 FREE Load & Webpay Vouchers mo bago ma-expire at makatipid sa kumustahan at pang regalo for your barkada! Go to https://go.gcash.com/voucher to use your vouchers. No advisories? Tap go.gcash.com/optout,Ham,Ham
"Your My-SSS member is not enrolled in a payment method, please complete the enrollment: sss-my.in/?ifn=83h3kd to receive your monthly benefits and stipend",General Spam,Spam
You have paid P47.00 of GCash to 7 Eleven on 05-01-23 02:37:48 AM. Ref. No. 009670492.,Ham,Ham
Subscribe to our fitness tips: Expect a surprise today. Reply UNSUB to stop.,General Spam,Spam
wag mo na ko kausapin,Ham,Ham
"Hi, I'm recruiter for YouTube Liker. Your profile is selected for P10,000 weekly pay. Info: bit.ly/secure-ph-668685",General Spam,Spam
"Hi Mr/Ms CHRISTOPHER, RDCN 77169 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",Ham,Ham
Easy money! Like and follow for Shopee and get 786 daily. Apply now: wa.me/639163272249,Phishing,Spam
Lol ok your forgiven :),Ham,Ham
Did the professor announce the deadline for the essay?,Ham,Ham
"Sa kasalukuyan, ang W19 Games ay ang tanging platform sa Pilipinas na may GCash para sa pag-load at pag-withdraw. Sumali ka na! w1913b.xyz",Bank Scam,Spam
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action wil result in account termination within 24 hours. Update here pub.vin/BDO-Recovery",Bank Scam,Spam
"Hi Mr/Ms <NAME>, RDCN 42931 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",Ham,Ham
"Weekend fun at Pwin777! Win an iPhone 14 Pro Max, daily bonuses up to 77777p, and exciting events. Visit p777a14.xyz now!",Gambling,Spam
